Inicio de registro: 2025-08-07 17:30:00
2025-08-07,19:14:30, Unidad: C°,S1: 20.38, S2: 20.00, S3: 20.25, S4: 20.25, S5: 24.50, S6: 18.94, S7: 19.06, S8: 19.38, S9: 19.31, S10: 19.00, S11: 19.06, S12: 19.75, S13: 20.13, S14: 20.25, S15: 20.25, S16: 19.94, S17: 20.00, S18: 19.81, S19: 20.06, S20: 20.00.
2025-08-07,19:54:53, Unidad: C°,S1: 19.94, S2: 19.50, S3: 19.75, S4: 19.81, S5: 23.94, S6: 18.69, S7: 18.81, S8: 19.06, S9: 19.13, S10: 18.81, S11: 18.81, S12: 19.25, S13: 19.75, S14: 19.88, S15: 19.75, S16: 19.56, S17: 19.69, S18: 19.31, S19: 19.63, S20: 19.56.
2025-08-07,19:55:02, Unidad: C°,S1: 19.94, S2: 19.56, S3: 19.75, S4: 19.88, S5: 24.00, S6: 18.69, S7: 18.75, S8: 19.00, S9: 19.13, S10: 18.75, S11: 18.88, S12: 19.25, S13: 19.75, S14: 19.88, S15: 19.75, S16: 19.56, S17: 19.63, S18: 19.25, S19: 19.63, S20: 19.56.
2025-08-07,19:55:11, Unidad: C°,S1: 19.94, S2: 19.56, S3: 19.75, S4: 19.81, S5: 23.94, S6: 18.75, S7: 18.75, S8: 19.00, S9: 19.13, S10: 18.75, S11: 18.88, S12: 19.25, S13: 19.75, S14: 19.88, S15: 19.75, S16: 19.56, S17: 19.63, S18: 19.31, S19: 19.56, S20: 19.56.
2025-08-07,19:55:21, Unidad: C°,S1: 19.94, S2: 19.56, S3: 19.75, S4: 19.81, S5: 24.00, S6: 18.75, S7: 18.75, S8: 19.06, S9: 19.13, S10: 18.81, S11: 18.94, S12: 19.25, S13: 19.75, S14: 19.88, S15: 19.75, S16: 19.50, S17: 19.69, S18: 19.25, S19: 19.56, S20: 19.56.
2025-08-07,19:55:30, Unidad: C°,S1: 19.94, S2: 19.56, S3: 19.69, S4: 19.88, S5: 24.00, S6: 18.63, S7: 18.81, S8: 19.06, S9: 19.13, S10: 18.75, S11: 18.94, S12: 19.25, S13: 19.75, S14: 19.88, S15: 19.75, S16: 19.56, S17: 19.69, S18: 19.25, S19: 19.56, S20: 19.56.
2025-08-07,19:55:39, Unidad: C°,S1: 19.94, S2: 19.56, S3: 19.75, S4: 19.81, S5: 24.00, S6: 18.75, S7: 18.81, S8: 19.06, S9: 19.13, S10: 18.75, S11: 18.88, S12: 19.25, S13: 19.75, S14: 19.88, S15: 19.75, S16: 19.56, S17: 19.69, S18: 19.25, S19: 19.63, S20: 19.56.
2025-08-07,19:55:48, Unidad: C°,S1: 19.88, S2: 19.56, S3: 19.75, S4: 19.81, S5: 23.94, S6: 18.75, S7: 18.81, S8: 19.06, S9: 19.06, S10: 18.75, S11: 18.88, S12: 19.25, S13: 19.75, S14: 19.81, S15: 19.75, S16: 19.56, S17: 19.69, S18: 19.25, S19: 19.56, S20: 19.56.
2025-08-07,19:55:57, Unidad: C°,S1: 19.88, S2: 19.50, S3: 19.69, S4: 19.75, S5: 24.00, S6: 18.69, S7: 18.75, S8: 19.06, S9: 19.06, S10: 18.75, S11: 18.75, S12: 19.19, S13: 19.75, S14: 19.88, S15: 19.75, S16: 19.50, S17: 19.69, S18: 19.25, S19: 19.56, S20: 19.56.
2025-08-07,19:56:07, Unidad: C°,S1: 19.94, S2: 19.56, S3: 19.75, S4: 19.81, S5: 24.00, S6: 18.75, S7: 18.69, S8: 19.06, S9: 19.06, S10: 18.75, S11: 18.81, S12: 19.25, S13: 19.75, S14: 19.88, S15: 19.75, S16: 19.56, S17: 19.63, S18: 19.25, S19: 19.56, S20: 19.56.
2025-08-07,19:56:16, Unidad: C°,S1: 19.94, S2: 19.50, S3: 19.69, S4: 19.81, S5: 24.00, S6: 18.75, S7: 18.75, S8: 19.13, S9: 19.13, S10: 18.75, S11: 18.94, S12: 19.19, S13: 19.75, S14: 19.81, S15: 19.75, S16: 19.56, S17: 19.63, S18: 19.25, S19: 19.56, S20: 19.56.
2025-08-07,19:56:25, Unidad: C°,S1: 19.94, S2: 19.56, S3: 19.75, S4: 19.81, S5: 24.00, S6: 18.69, S7: 18.75, S8: 19.00, S9: 19.13, S10: 18.69, S11: 18.81, S12: 19.25, S13: 19.75, S14: 19.81, S15: 19.75, S16: 19.56, S17: 19.69, S18: 19.25, S19: 19.56, S20: 19.56.
2025-08-07,19:56:34, Unidad: C°,S1: 19.81, S2: 19.56, S3: 19.69, S4: 19.81, S5: 24.00, S6: 18.69, S7: 18.81, S8: 19.00, S9: 19.13, S10: 18.81, S11: 18.75, S12: 19.19, S13: 19.75, S14: 19.81, S15: 19.75, S16: 19.56, S17: 19.63, S18: 19.25, S19: 19.56, S20: 19.56.
2025-08-07,19:56:43, Unidad: C°,S1: 19.94, S2: 19.50, S3: 19.69, S4: 19.75, S5: 23.94, S6: 18.69, S7: 18.81, S8: 19.00, S9: 19.06, S10: 18.69, S11: 18.81, S12: 19.19, S13: 19.75, S14: 19.81, S15: 19.75, S16: 19.56, S17: 19.63, S18: 19.25, S19: 19.56, S20: 19.50.
2025-08-07,19:56:52, Unidad: C°,S1: 19.88, S2: 19.56, S3: 19.69, S4: 19.81, S5: 23.94, S6: 18.69, S7: 18.81, S8: 19.06, S9: 19.06, S10: 18.75, S11: 18.81, S12: 19.19, S13: 19.75, S14: 19.81, S15: 19.69, S16: 19.50, S17: 19.63, S18: 19.25, S19: 19.56, S20: 19.50.
2025-08-07,19:57:02, Unidad: C°,S1: 19.94, S2: 19.50, S3: 19.69, S4: 19.81, S5: 24.00, S6: 18.69, S7: 18.75, S8: 19.00, S9: 19.13, S10: 18.69, S11: 18.81, S12: 19.19, S13: 19.69, S14: 19.81, S15: 19.75, S16: 19.50, S17: 19.63, S18: 19.25, S19: 19.56, S20: 19.50.
2025-08-07,19:57:11, Unidad: C°,S1: 19.88, S2: 19.50, S3: 19.69, S4: 19.81, S5: 23.94, S6: 18.69, S7: 18.75, S8: 19.06, S9: 19.06, S10: 18.81, S11: 18.94, S12: 19.19, S13: 19.69, S14: 19.88, S15: 19.69, S16: 19.50, S17: 19.63, S18: 19.25, S19: 19.56, S20: 19.56.
2025-08-07,19:57:20, Unidad: C°,S1: 19.88, S2: 19.56, S3: 19.69, S4: 19.81, S5: 23.94, S6: 18.69, S7: 18.75, S8: 19.06, S9: 19.13, S10: 18.81, S11: 18.69, S12: 19.19, S13: 19.69, S14: 19.81, S15: 19.75, S16: 19.50, S17: 19.63, S18: 19.25, S19: 19.56, S20: 19.50.
2025-08-07,19:57:29, Unidad: C°,S1: 19.94, S2: 19.56, S3: 19.69, S4: 19.75, S5: 23.94, S6: 18.75, S7: 18.75, S8: 19.00, S9: 19.06, S10: 18.81, S11: 18.88, S12: 19.19, S13: 19.69, S14: 19.81, S15: 19.69, S16: 19.50, S17: 19.63, S18: 19.25, S19: 19.56, S20: 19.56.
2025-08-07,19:57:38, Unidad: C°,S1: 19.94, S2: 19.50, S3: 19.75, S4: 19.75, S5: 23.94, S6: 18.75, S7: 18.75, S8: 19.00, S9: 19.13, S10: 18.75, S11: 18.81, S12: 19.19, S13: 19.69, S14: 19.81, S15: 19.69, S16: 19.50, S17: 19.63, S18: 19.25, S19: 19.56, S20: 19.50.
2025-08-07,19:57:48, Unidad: C°,S1: 19.94, S2: 19.50, S3: 19.69, S4: 19.81, S5: 23.94, S6: 18.69, S7: 18.81, S8: 19.00, S9: 19.13, S10: 18.75, S11: 18.75, S12: 19.19, S13: 19.69, S14: 19.81, S15: 19.69, S16: 19.50, S17: 19.63, S18: 19.25, S19: 19.56, S20: 19.50.
2025-08-07,19:57:57, Unidad: C°,S1: 19.94, S2: 19.50, S3: 19.69, S4: 19.81, S5: 23.94, S6: 18.69, S7: 18.81, S8: 19.00, S9: 19.06, S10: 18.75, S11: 18.75, S12: 19.19, S13: 19.69, S14: 19.81, S15: 19.69, S16: 19.50, S17: 19.63, S18: 19.25, S19: 19.56, S20: 19.50.
2025-08-07,19:58:06, Unidad: C°,S1: 19.94, S2: 19.50, S3: 19.75, S4: 19.81, S5: 23.94, S6: 18.69, S7: 18.75, S8: 19.06, S9: 19.00, S10: 18.75, S11: 18.81, S12: 19.19, S13: 19.69, S14: 19.81, S15: 19.69, S16: 19.50, S17: 19.63, S18: 19.25, S19: 19.56, S20: 19.50.
2025-08-07,19:58:15, Unidad: C°,S1: 19.81, S2: 19.50, S3: 19.69, S4: 19.75, S5: 23.94, S6: 18.69, S7: 18.75, S8: 19.00, S9: 19.13, S10: 18.75, S11: 18.75, S12: 19.19, S13: 19.69, S14: 19.81, S15: 19.69, S16: 19.50, S17: 19.63, S18: 19.25, S19: 19.56, S20: 19.50.
2025-08-07,19:58:24, Unidad: C°,S1: 19.94, S2: 19.50, S3: 19.69, S4: 19.81, S5: 23.94, S6: 18.69, S7: 18.75, S8: 19.00, S9: 19.06, S10: 18.75, S11: 18.88, S12: 19.19, S13: 19.69, S14: 19.81, S15: 19.69, S16: 19.50, S17: 19.63, S18: 19.25, S19: 19.56, S20: 19.50.
2025-08-07,19:58:33, Unidad: C°,S1: 19.81, S2: 19.50, S3: 19.63, S4: 19.75, S5: 23.94, S6: 18.69, S7: 18.75, S8: 19.00, S9: 19.06, S10: 18.69, S11: 18.75, S12: 19.19, S13: 19.69, S14: 19.81, S15: 19.69, S16: 19.50, S17: 19.63, S18: 19.25, S19: 19.56, S20: 19.50.
2025-08-07,19:58:43, Unidad: C°,S1: 19.94, S2: 19.50, S3: 19.69, S4: 19.75, S5: 23.94, S6: 18.69, S7: 18.75, S8: 19.00, S9: 19.06, S10: 18.75, S11: 18.88, S12: 19.19, S13: 19.69, S14: 19.81, S15: 19.69, S16: 19.50, S17: 19.63, S18: 19.25, S19: 19.56, S20: 19.50.
2025-08-07,19:58:52, Unidad: C°,S1: 19.88, S2: 19.56, S3: 19.69, S4: 19.69, S5: 23.94, S6: 18.69, S7: 18.81, S8: 19.00, S9: 19.06, S10: 18.81, S11: 18.75, S12: 19.19, S13: 19.69, S14: 19.81, S15: 19.69, S16: 19.50, S17: 19.63, S18: 19.25, S19: 19.50, S20: 19.50.
2025-08-07,19:59:01, Unidad: C°,S1: 19.94, S2: 19.50, S3: 19.69, S4: 19.75, S5: 23.94, S6: 18.75, S7: 18.75, S8: 19.00, S9: 19.00, S10: 18.75, S11: 18.94, S12: 19.19, S13: 19.69, S14: 19.81, S15: 19.69, S16: 19.50, S17: 19.63, S18: 19.25, S19: 19.50, S20: 19.50.
2025-08-07,19:59:10, Unidad: C°,S1: 19.88, S2: 19.50, S3: 19.69, S4: 19.75, S5: 23.94, S6: 18.69, S7: 18.75, S8: 19.00, S9: 19.06, S10: 18.75, S11: 18.75, S12: 19.19, S13: 19.69, S14: 19.81, S15: 19.69, S16: 19.50, S17: 19.63, S18: 19.25, S19: 19.56, S20: 19.50.
2025-08-07,19:59:19, Unidad: C°,S1: 19.88, S2: 19.50, S3: 19.69, S4: 19.75, S5: 23.94, S6: 18.75, S7: 18.75, S8: 19.00, S9: 19.06, S10: 18.75, S11: 18.88, S12: 19.19, S13: 19.69, S14: 19.81, S15: 19.69, S16: 19.50, S17: 19.63, S18: 19.19, S19: 19.50, S20: 19.50.
2025-08-07,19:59:28, Unidad: C°,S1: 19.88, S2: 19.56, S3: 19.69, S4: 19.75, S5: 23.94, S6: 18.69, S7: 18.75, S8: 19.00, S9: 19.06, S10: 18.69, S11: 18.81, S12: 19.19, S13: 19.69, S14: 19.81, S15: 19.69, S16: 19.50, S17: 19.63, S18: 19.19, S19: 19.50, S20: 19.50.
2025-08-07,19:59:38, Unidad: C°,S1: 19.88, S2: 19.50, S3: 19.63, S4: 19.75, S5: 23.94, S6: 18.69, S7: 18.75, S8: 19.00, S9: 19.13, S10: 18.81, S11: 18.75, S12: 19.19, S13: 19.63, S14: 19.81, S15: 19.69, S16: 19.50, S17: 19.63, S18: 19.25, S19: 19.50, S20: 19.50.
2025-08-07,19:59:47, Unidad: C°,S1: 19.88, S2: 19.50, S3: 19.69, S4: 19.75, S5: 23.94, S6: 18.75, S7: 18.75, S8: 19.06, S9: 19.13, S10: 18.75, S11: 18.88, S12: 19.19, S13: 19.69, S14: 19.81, S15: 19.69, S16: 19.50, S17: 19.63, S18: 19.19, S19: 19.50, S20: 19.50.
2025-08-07,19:59:56, Unidad: C°,S1: 19.88, S2: 19.50, S3: 19.69, S4: 19.69, S5: 23.94, S6: 18.69, S7: 18.81, S8: 19.00, S9: 19.13, S10: 18.69, S11: 18.81, S12: 19.19, S13: 19.69, S14: 19.81, S15: 19.69, S16: 19.50, S17: 19.63, S18: 19.25, S19: 19.50, S20: 19.50.
2025-08-07,20:00:05, Unidad: C°,S1: 19.94, S2: 19.50, S3: 19.63, S4: 19.75, S5: 23.88, S6: 18.69, S7: 18.81, S8: 19.00, S9: 19.00, S10: 18.75, S11: 18.75, S12: 19.19, S13: 19.69, S14: 19.81, S15: 19.69, S16: 19.50, S17: 19.63, S18: 19.19, S19: 19.56, S20: 19.50.
2025-08-07,20:00:14, Unidad: C°,S1: 19.88, S2: 19.50, S3: 19.63, S4: 19.75, S5: 23.88, S6: 18.69, S7: 18.75, S8: 19.00, S9: 19.06, S10: 18.75, S11: 18.81, S12: 19.19, S13: 19.63, S14: 19.81, S15: 19.69, S16: 19.50, S17: 19.63, S18: 19.19, S19: 19.50, S20: 19.50.
2025-08-07,20:00:24, Unidad: C°,S1: 19.94, S2: 19.44, S3: 19.63, S4: 19.75, S5: 23.88, S6: 18.69, S7: 18.75, S8: 19.00, S9: 19.06, S10: 18.69, S11: 18.94, S12: 19.19, S13: 19.63, S14: 19.81, S15: 19.69, S16: 19.44, S17: 19.63, S18: 19.19, S19: 19.50, S20: 19.50.
2025-08-07,20:00:33, Unidad: C°,S1: 19.81, S2: 19.44, S3: 19.63, S4: 19.75, S5: 23.94, S6: 18.75, S7: 18.75, S8: 19.00, S9: 19.06, S10: 18.69, S11: 18.81, S12: 19.19, S13: 19.63, S14: 19.81, S15: 19.69, S16: 19.50, S17: 19.63, S18: 19.19, S19: 19.50, S20: 19.50.
2025-08-07,20:00:42, Unidad: C°,S1: 19.81, S2: 19.50, S3: 19.69, S4: 19.75, S5: 23.94, S6: 18.69, S7: 18.75, S8: 19.00, S9: 19.06, S10: 18.75, S11: 18.88, S12: 19.13, S13: 19.63, S14: 19.81, S15: 19.69, S16: 19.50, S17: 19.63, S18: 19.19, S19: 19.50, S20: 19.50.
2025-08-07,20:00:51, Unidad: C°,S1: 19.94, S2: 19.44, S3: 19.63, S4: 19.75, S5: 23.88, S6: 18.69, S7: 18.75, S8: 19.00, S9: 19.00, S10: 18.69, S11: 18.75, S12: 19.19, S13: 19.63, S14: 19.75, S15: 19.69, S16: 19.50, S17: 19.63, S18: 19.19, S19: 19.50, S20: 19.50.
2025-08-07,20:01:00, Unidad: C°,S1: 19.88, S2: 19.50, S3: 19.63, S4: 19.75, S5: 23.88, S6: 18.69, S7: 18.75, S8: 19.00, S9: 19.00, S10: 18.69, S11: 18.88, S12: 19.13, S13: 19.63, S14: 19.75, S15: 19.69, S16: 19.44, S17: 19.63, S18: 19.19, S19: 19.50, S20: 19.50.
2025-08-07,20:01:09, Unidad: C°,S1: 19.88, S2: 19.50, S3: 19.69, S4: 19.75, S5: 23.88, S6: 18.69, S7: 18.75, S8: 19.00, S9: 19.06, S10: 18.75, S11: 18.81, S12: 19.13, S13: 19.63, S14: 19.75, S15: 19.63, S16: 19.44, S17: 19.63, S18: 19.19, S19: 19.50, S20: 19.50.
2025-08-07,20:01:19, Unidad: C°,S1: 19.88, S2: 19.44, S3: 19.63, S4: 19.69, S5: 23.88, S6: 18.63, S7: 18.69, S8: 19.00, S9: 19.06, S10: 18.69, S11: 18.88, S12: 19.19, S13: 19.63, S14: 19.81, S15: 19.63, S16: 19.44, S17: 19.63, S18: 19.19, S19: 19.50, S20: 19.44.
2025-08-07,20:01:28, Unidad: C°,S1: 19.81, S2: 19.44, S3: 19.63, S4: 19.75, S5: 23.94, S6: 18.69, S7: 18.75, S8: 19.00, S9: 19.06, S10: 18.75, S11: 18.88, S12: 19.13, S13: 19.63, S14: 19.75, S15: 19.63, S16: 19.44, S17: 19.56, S18: 19.19, S19: 19.50, S20: 19.50.
2025-08-07,20:01:37, Unidad: C°,S1: 19.81, S2: 19.44, S3: 19.63, S4: 19.75, S5: 23.88, S6: 18.69, S7: 18.75, S8: 19.00, S9: 19.06, S10: 18.75, S11: 18.88, S12: 19.13, S13: 19.63, S14: 19.75, S15: 19.63, S16: 19.44, S17: 19.56, S18: 19.19, S19: 19.50, S20: 19.44.
2025-08-07,20:01:46, Unidad: C°,S1: 19.75, S2: 19.50, S3: 19.63, S4: 19.75, S5: 23.88, S6: 18.69, S7: 18.69, S8: 19.06, S9: 19.00, S10: 18.75, S11: 18.88, S12: 19.19, S13: 19.63, S14: 19.75, S15: 19.63, S16: 19.44, S17: 19.56, S18: 19.19, S19: 19.50, S20: 19.50.
2025-08-07,20:01:55, Unidad: C°,S1: 19.88, S2: 19.44, S3: 19.63, S4: 19.75, S5: 23.88, S6: 18.69, S7: 18.75, S8: 19.00, S9: 19.00, S10: 18.75, S11: 18.81, S12: 19.19, S13: 19.63, S14: 19.75, S15: 19.63, S16: 19.50, S17: 19.56, S18: 19.19, S19: 19.50, S20: 19.50.
2025-08-07,20:02:05, Unidad: C°,S1: 19.81, S2: 19.44, S3: 19.63, S4: 19.69, S5: 23.88, S6: 18.69, S7: 18.75, S8: 19.00, S9: 19.00, S10: 18.69, S11: 18.81, S12: 19.13, S13: 19.63, S14: 19.75, S15: 19.69, S16: 19.50, S17: 19.56, S18: 19.19, S19: 19.50, S20: 19.50.
2025-08-07,20:02:14, Unidad: C°,S1: 19.81, S2: 19.44, S3: 19.63, S4: 19.69, S5: 23.88, S6: 18.69, S7: 18.75, S8: 19.00, S9: 19.00, S10: 18.75, S11: 18.88, S12: 19.13, S13: 19.63, S14: 19.75, S15: 19.63, S16: 19.50, S17: 19.56, S18: 19.19, S19: 19.50, S20: 19.44.
2025-08-07,20:02:23, Unidad: C°,S1: 19.81, S2: 19.44, S3: 19.63, S4: 19.69, S5: 23.88, S6: 18.69, S7: 18.75, S8: 19.00, S9: 19.00, S10: 18.69, S11: 18.81, S12: 19.19, S13: 19.63, S14: 19.75, S15: 19.63, S16: 19.50, S17: 19.56, S18: 19.19, S19: 19.50, S20: 19.44.
2025-08-07,20:02:32, Unidad: C°,S1: 19.81, S2: 19.38, S3: 19.63, S4: 19.63, S5: 23.88, S6: 18.69, S7: 18.69, S8: 19.00, S9: 19.00, S10: 18.75, S11: 18.81, S12: 19.19, S13: 19.63, S14: 19.75, S15: 19.69, S16: 19.44, S17: 19.56, S18: 19.19, S19: 19.44, S20: 19.44.
2025-08-07,20:02:41, Unidad: C°,S1: 19.81, S2: 19.44, S3: 19.63, S4: 19.69, S5: 23.88, S6: 18.75, S7: 18.75, S8: 19.00, S9: 19.06, S10: 18.75, S11: 18.88, S12: 19.13, S13: 19.63, S14: 19.75, S15: 19.63, S16: 19.44, S17: 19.56, S18: 19.19, S19: 19.44, S20: 19.44.
2025-08-07,20:02:50, Unidad: C°,S1: 19.81, S2: 19.44, S3: 19.63, S4: 19.69, S5: 23.88, S6: 18.69, S7: 18.69, S8: 19.00, S9: 19.06, S10: 18.69, S11: 18.81, S12: 19.13, S13: 19.63, S14: 19.75, S15: 19.63, S16: 19.44, S17: 19.56, S18: 19.19, S19: 19.44, S20: 19.44.
2025-08-07,20:03:00, Unidad: C°,S1: 19.81, S2: 19.44, S3: 19.63, S4: 19.69, S5: 23.81, S6: 18.69, S7: 18.75, S8: 19.00, S9: 19.06, S10: 18.69, S11: 18.81, S12: 19.13, S13: 19.63, S14: 19.75, S15: 19.63, S16: 19.50, S17: 19.56, S18: 19.19, S19: 19.44, S20: 19.44.
2025-08-07,20:03:09, Unidad: C°,S1: 19.81, S2: 19.38, S3: 19.63, S4: 19.69, S5: 23.88, S6: 18.69, S7: 18.75, S8: 19.00, S9: 19.06, S10: 18.75, S11: 18.81, S12: 19.13, S13: 19.63, S14: 19.75, S15: 19.63, S16: 19.44, S17: 19.56, S18: 19.19, S19: 19.44, S20: 19.44.
2025-08-07,20:03:18, Unidad: C°,S1: 19.81, S2: 19.38, S3: 19.56, S4: 19.69, S5: 23.88, S6: 18.69, S7: 18.69, S8: 19.00, S9: 19.00, S10: 18.75, S11: 18.88, S12: 19.13, S13: 19.63, S14: 19.75, S15: 19.63, S16: 19.44, S17: 19.56, S18: 19.19, S19: 19.44, S20: 19.44.
2025-08-07,20:03:27, Unidad: C°,S1: 19.88, S2: 19.38, S3: 19.63, S4: 19.69, S5: 23.88, S6: 18.69, S7: 18.75, S8: 19.00, S9: 19.06, S10: 18.69, S11: 18.88, S12: 19.13, S13: 19.63, S14: 19.75, S15: 19.63, S16: 19.44, S17: 19.56, S18: 19.19, S19: 19.44, S20: 19.44.
2025-08-07,20:03:36, Unidad: C°,S1: 19.81, S2: 19.44, S3: 19.56, S4: 19.75, S5: 23.81, S6: 18.69, S7: 18.75, S8: 18.94, S9: 19.00, S10: 18.69, S11: 18.81, S12: 19.13, S13: 19.63, S14: 19.75, S15: 19.63, S16: 19.50, S17: 19.56, S18: 19.19, S19: 19.44, S20: 19.44.
2025-08-07,20:03:46, Unidad: C°,S1: 19.81, S2: 19.44, S3: 19.56, S4: 19.69, S5: 23.88, S6: 18.63, S7: 18.75, S8: 19.00, S9: 19.06, S10: 18.75, S11: 18.88, S12: 19.13, S13: 19.63, S14: 19.75, S15: 19.63, S16: 19.44, S17: 19.56, S18: 19.19, S19: 19.44, S20: 19.44.
2025-08-07,20:03:55, Unidad: C°,S1: 19.75, S2: 19.38, S3: 19.56, S4: 19.63, S5: 23.88, S6: 18.69, S7: 18.75, S8: 18.94, S9: 19.06, S10: 18.69, S11: 18.69, S12: 19.13, S13: 19.63, S14: 19.75, S15: 19.63, S16: 19.44, S17: 19.56, S18: 19.13, S19: 19.44, S20: 19.44.
2025-08-07,20:04:04, Unidad: C°,S1: 19.75, S2: 19.38, S3: 19.56, S4: 19.69, S5: 23.81, S6: 18.69, S7: 18.69, S8: 19.00, S9: 19.00, S10: 18.69, S11: 18.75, S12: 19.13, S13: 19.63, S14: 19.75, S15: 19.63, S16: 19.44, S17: 19.56, S18: 19.19, S19: 19.44, S20: 19.44.
2025-08-07,20:04:13, Unidad: C°,S1: 19.81, S2: 19.44, S3: 19.63, S4: 19.69, S5: 23.81, S6: 18.69, S7: 18.75, S8: 19.00, S9: 19.06, S10: 18.69, S11: 18.81, S12: 19.13, S13: 19.63, S14: 19.75, S15: 19.63, S16: 19.50, S17: 19.56, S18: 19.13, S19: 19.44, S20: 19.44.
2025-08-07,20:04:22, Unidad: C°,S1: 19.75, S2: 19.38, S3: 19.56, S4: 19.69, S5: 23.81, S6: 18.69, S7: 18.75, S8: 19.06, S9: 19.06, S10: 18.69, S11: 18.88, S12: 19.13, S13: 19.63, S14: 19.75, S15: 19.63, S16: 19.44, S17: 19.56, S18: 19.13, S19: 19.44, S20: 19.44.
2025-08-07,20:04:31, Unidad: C°,S1: 19.81, S2: 19.31, S3: 19.56, S4: 19.63, S5: 23.81, S6: 18.69, S7: 18.75, S8: 19.00, S9: 19.00, S10: 18.69, S11: 18.88, S12: 19.13, S13: 19.63, S14: 19.75, S15: 19.63, S16: 19.44, S17: 19.50, S18: 19.19, S19: 19.44, S20: 19.44.
2025-08-07,20:04:41, Unidad: C°,S1: 19.75, S2: 19.38, S3: 19.56, S4: 19.69, S5: 23.81, S6: 18.69, S7: 18.69, S8: 18.94, S9: 19.06, S10: 18.69, S11: 18.88, S12: 19.13, S13: 19.63, S14: 19.75, S15: 19.63, S16: 19.44, S17: 19.50, S18: 19.13, S19: 19.44, S20: 19.44.
2025-08-07,20:04:50, Unidad: C°,S1: 19.81, S2: 19.31, S3: 19.56, S4: 19.69, S5: 23.75, S6: 18.69, S7: 18.75, S8: 18.94, S9: 19.00, S10: 18.69, S11: 18.81, S12: 19.13, S13: 19.56, S14: 19.69, S15: 19.63, S16: 19.44, S17: 19.50, S18: 19.13, S19: 19.44, S20: 19.44.
2025-08-07,20:04:59, Unidad: C°,S1: 19.75, S2: 19.31, S3: 19.56, S4: 19.63, S5: 23.88, S6: 18.69, S7: 18.75, S8: 18.94, S9: 19.06, S10: 18.69, S11: 18.75, S12: 19.13, S13: 19.56, S14: 19.69, S15: 19.63, S16: 19.44, S17: 19.50, S18: 19.13, S19: 19.44, S20: 19.44.
2025-08-07,20:05:08, Unidad: C°,S1: 19.75, S2: 19.38, S3: 19.56, S4: 19.63, S5: 23.81, S6: 18.69, S7: 18.81, S8: 19.00, S9: 19.06, S10: 18.63, S11: 18.88, S12: 19.13, S13: 19.56, S14: 19.69, S15: 19.63, S16: 19.44, S17: 19.50, S18: 19.13, S19: 19.44, S20: 19.44.
2025-08-07,20:05:17, Unidad: C°,S1: 19.75, S2: 19.38, S3: 19.56, S4: 19.69, S5: 23.81, S6: 18.69, S7: 18.69, S8: 18.94, S9: 19.00, S10: 18.69, S11: 18.69, S12: 19.13, S13: 19.56, S14: 19.69, S15: 19.63, S16: 19.44, S17: 19.50, S18: 19.13, S19: 19.44, S20: 19.44.
2025-08-07,20:05:27, Unidad: C°,S1: 19.75, S2: 19.38, S3: 19.56, S4: 19.69, S5: 23.81, S6: 18.69, S7: 18.75, S8: 19.00, S9: 19.00, S10: 18.75, S11: 18.81, S12: 19.13, S13: 19.56, S14: 19.69, S15: 19.63, S16: 19.44, S17: 19.50, S18: 19.13, S19: 19.44, S20: 19.44.
2025-08-07,20:05:36, Unidad: C°,S1: 19.75, S2: 19.38, S3: 19.56, S4: 19.69, S5: 23.81, S6: 18.63, S7: 18.75, S8: 19.00, S9: 19.06, S10: 18.75, S11: 18.88, S12: 19.13, S13: 19.56, S14: 19.69, S15: 19.63, S16: 19.44, S17: 19.50, S18: 19.13, S19: 19.38, S20: 19.44.
2025-08-07,20:05:45, Unidad: C°,S1: 19.75, S2: 19.38, S3: 19.56, S4: 19.69, S5: 23.81, S6: 18.69, S7: 18.75, S8: 19.00, S9: 19.00, S10: 18.75, S11: 18.88, S12: 19.13, S13: 19.56, S14: 19.69, S15: 19.63, S16: 19.44, S17: 19.50, S18: 19.13, S19: 19.44, S20: 19.44.
2025-08-07,20:05:54, Unidad: C°,S1: 19.75, S2: 19.38, S3: 19.56, S4: 19.63, S5: 23.75, S6: 18.75, S7: 18.75, S8: 19.00, S9: 19.00, S10: 18.69, S11: 18.81, S12: 19.13, S13: 19.56, S14: 19.69, S15: 19.56, S16: 19.44, S17: 19.50, S18: 19.13, S19: 19.38, S20: 19.44.
2025-08-07,20:06:03, Unidad: C°,S1: 19.75, S2: 19.38, S3: 19.56, S4: 19.63, S5: 23.81, S6: 18.69, S7: 18.69, S8: 19.00, S9: 19.00, S10: 18.69, S11: 18.75, S12: 19.13, S13: 19.56, S14: 19.69, S15: 19.63, S16: 19.44, S17: 19.50, S18: 19.13, S19: 19.44, S20: 19.44.
2025-08-07,20:06:12, Unidad: C°,S1: 19.69, S2: 19.31, S3: 19.50, S4: 19.63, S5: 23.75, S6: 18.69, S7: 18.69, S8: 18.94, S9: 19.00, S10: 18.75, S11: 18.81, S12: 19.13, S13: 19.56, S14: 19.69, S15: 19.63, S16: 19.44, S17: 19.50, S18: 19.13, S19: 19.38, S20: 19.44.
